Zero Order,First Order,Higuchi,Hixon Crowell,Korsmeyer Peppas
r 2,Ko (h −1 ),r 2,K 1 (h −1 ),r 2,K H (h −1/2 ),r 2,K HC (h -1/3 ),r 2 (h n ),n
0.9703,8.423,0.9368,0.144,0.8757,23.55,0.9645,0.041,0.9838,0.847
